link,text,date,no_likes,no_tweets,sentiment
https://twitter.com/GRDecter/status/1747296137986318395#m,🚨JUST IN: Blackrock has a house at the 2024 World Economic Forum in Davos.   Room must be buzzing with what CEO Larry Fink said about Bitcoin last week on CNBC:   “ETFs are step one in the technological revolution in the financial markets. Step two is going to be the tokenization of every financial asset.”,"Jan 16, 2024 · 4:33 PM UTC",376,36,0.0
https://twitter.com/AndreiSterescu/status/1749365813029572993#m,"5/ Additionally, a collapse of the euro or a return to the deutsche mark would create chaos in financial markets. German banks hold euro-denominated assets from other EU countries. These would lose value in a currency transition.","Jan 22, 2024 · 9:38 AM UTC",2,1,-0.6597
https://twitter.com/JSwXRP/status/1749403819790737669#m,"When we look back in history, virtually NO major industry had clear regulatory oversight/clarity. Innovation happened and in a similar way #Sologenic $SOLO #Tokenization is the next evolution of financial markets.","Jan 22, 2024 · 12:09 PM UTC",9,2,0.3109
https://twitter.com/Assetlink_/status/1749453214825447455#m,"New orders and hiring intentions will come under scrutiny as they are two more forward-looking components. New orders have trended lower everywhere, often a sign of firms preparing for tough times ahead - at odds with the rosy outlook in financial markets.","Jan 22, 2024 · 3:25 PM UTC",0,1,-0.4019
https://twitter.com/davetrane11/status/1749452836172107817#m,Out of control situation in your so called 'financial markets'....and there is any discussion to cut rates...be lucky the currency and credit markets don't give way soon....unless they raise their rates.,"Jan 22, 2024 · 3:23 PM UTC",0,0,0.5106
https://twitter.com/EllipsysFinance/status/1749451150368137642#m,"Unveil the Future of Trading! Embark on a journey through the dynamic world of financial markets with us. At Ellipsys, we're not just about opening doors to global trading opportunities; we're about pioneering a path to your financial success. 🌐Elpmarkets.com","Jan 22, 2024 · 3:17 PM UTC",0,0,0.8478
https://twitter.com/RichardJMurphy/status/1749349045422678112#m,"People want debt https://www.taxresearch.org.uk/Blog/2024/01/22/people-want-debt/ The world's financial markets want more debt, and yet politicians are desperate to deny it to them. That does not make any sense at all.","Jan 22, 2024 · 8:31 AM UTC",26,1,-0.7964
https://twitter.com/kshaughnessy2/status/1749035023167017360#m,"The latest on Thailand's efforts to stop fraud in the financial markets. The plan to use A1 to find short and distort reports and paid bashers.   ""... there is also a plan to use Al technology to detect false news that deceives investors and is spread through social media. Warning investors through various channels of the stock exchange and informing the Anti-Fake News Center to continue warning the public. Including developing a notification system for social media workers to remove fake news and close fake pages. To prevent further damage, it is expected to be operational during the fourth quarter of 2024.... As for concerns about building confidence in the Thai capital market and the issue of examining naked short selling (selling shares without actually having them in the portfolio), which were mentioned through various media outlets, stressing that the stock exchange, in cooperation with the Securities and Exchange Commission (SEC), is trying to resolve this issue. The problem is prevented by putting in place measures to supervise the entire process.  Starting by registering and trading, including publishing various information for investors to obtain more information. But at this time, the various procedures have not yet been completed..""  @HAMShortkiller @WilliamPFarran1 @BasileEsq @faulkingtruth $MMTLP $FNGR $GTII $ENZC $NWBO https://www.electriccitymagazine.ca/the-stock-exchange-of-thailand-has-developed-a-plan-for-the-period-2024-2026-establishing-3-guiding-principles-to-support-confidence-in-the-thai-capital-market-increasing-competitive-potential/","Jan 21, 2024 · 11:43 AM UTC",234,4,-0.8555
https://twitter.com/1MarketsWarrior/status/1749449340706296114#m,"Successful traders develop their trading plans to be effective as a loss control tool. Therefore, trading plans MUST be derived by deciding: 1) Stop, 2) Entry, an only then 3) Price objective. The distinguishing factor is determining stop loss criteria before deciding whether and where to enter the market.","Jan 22, 2024 · 3:10 PM UTC",0,0,-0.0258
https://twitter.com/uncle_temie/status/1594420737217028098#m,"Alexander Elder once said ""Trading without a journal is like shaving without a mirror"". As one who often trades the financial markets, I strongly believe that the importance of having a TRADE JOURNAL cannot be overemphasized.","Nov 20, 2022 · 8:01 PM UTC",1026,49,0.3591
https://twitter.com/Globalflows/status/1749165346538557806#m,"Logic Behind Country Primers:   I like thinking about developing knowledge and skills in the same way I take bets. I have been developing a knowledge of Mexico, Brazil and Argentina because I am really interested in trading their financial markets over the next decade.","Jan 21, 2024 · 8:21 PM UTC",17,5,0.6697
https://twitter.com/AcetheKidTA/status/1749430050808848829#m,New post on the newsletter comes out 5 minutes before market opens!  Subscribe for FREE and get:   💭 My in depth thoughts on what’s going on financial markets  📊 Short-term setups for the week  📈 Long-term trade ideas  and plenty more…all for free! https://aceinthehole.beehiiv.com/subscribe,"Jan 22, 2024 · 1:53 PM UTC",13,6,0.8367
https://twitter.com/Guru_Trade/status/1749446834383196593#m,"S.Korea to Make Financial Markets more Attractive, Regulator  https://www.gurutrade.com/news/s-korea-to-make-financial-markets-more-attractive-regulator-1705913083.html","Jan 22, 2024 · 3:00 PM UTC",0,0,0.4927
https://twitter.com/Guru_Trade/status/1749446831212507442#m,"S.Korea to Make Financial Markets more Attractive, Regulator  https://www.gurutrade.com/news/s-korea-to-make-financial-markets-more-attractive-regulator-1705913083.html","Jan 22, 2024 · 3:00 PM UTC",0,0,0.4927
https://twitter.com/David_Dierking/status/1749446523954323517#m,"No matter which area of the financial markets you're looking to invest in, whether you're investing for the first time or looking to upgrade your existing portfolio, we've got a top idea for you!  My top 10 ETF picks for 2024!  Read more 👇  https://www.thestreet.com/etffocus/trade-ideas/10-best-etf-picks-for-2024-in-10-different-categories","Jan 22, 2024 · 2:58 PM UTC",1,0,0.2695
https://twitter.com/maud_keen/status/1749445990820581399#m,"#FinancialMarkets S&P 500 rises, hits fresh all-time high to start the week: Live updates https://cnb.cx/3UfctTr","Jan 22, 2024 · 2:56 PM UTC",0,0,0.3182
https://twitter.com/JohnGalt_2023/status/1749445892115923176#m,"Vivek talked about shutting down the corruption in government. With his past in the financial markets, what is one part that needs either a reforming or dismantling","Jan 22, 2024 · 2:56 PM UTC",0,0,0.0
https://twitter.com/NerdNationUnbox/status/1737147165669998625#m,"While Mike Novogratz was busy purchasing #ETH from @VitalikButerin and trying to make deals with @ethereumjoseph's @Consensys , he was also serving as an Advisor on the Investor Advisory Committee on Financial Markets for the NY Fed along with some interesting names relevant in crypto today. Some of these names also have ties to Epstein  He served between 05/2012 - 10/2015","Dec 19, 2023 · 4:25 PM UTC",328,21,0.4019
https://twitter.com/GoQuantra/status/1749445016869609507#m,"🚨Are you looking to leverage #AI for #PortfolioManagement? 📈Look no further, this course covers fundamentals of portfolio management and practical application of #AIalgorithms. Limited Offer! Flat 75% Off👉 https://bit.ly/4b3xM02 #ArtificialIntelligence #FinancialMarkets","Jan 22, 2024 · 2:52 PM UTC",1,0,-0.5255
https://twitter.com/catallaxer/status/1749444807309594996#m,"More state interference in China's financial markets. It won't work.  As long as #China keeps intervening in markets, it will never overtake the United States in terms of per capita GDP—currently at about ⅛ that of the US.  https://www.reuters.com/world/china/chinese-fund-managers-dig-deep-into-own-pockets-launch-equity-funds-2024-01-19/","Jan 22, 2024 · 2:51 PM UTC",0,0,-0.3252
https://twitter.com/MoneySenseKe/status/1749435856555855953#m,"Financial distress is not necessarily an income problem but more of a solvency issue, the ability to meet financial obligations as they fall due.  Rising interest rates may contribute to financial distress even for high income earners.  Learn How to Invest in Financial Markets","Jan 22, 2024 · 2:16 PM UTC",1,1,-0.1779
https://twitter.com/kyle_selina9898/status/1749200847207104790#m,"$VXV's team comprises exceptional minds with unparalleled mastery in science, technology, & financial markets.   They are software engineers, visionary scientific pioneers, & technical founders specializing in cutting-edge ML/#AI algorithms for Life Sciences & finance.  $16m MC","Jan 21, 2024 · 10:42 PM UTC",11,0,0.5267
https://twitter.com/Sholly_Pee1/status/1749183633544409188#m,"Here’s my bias for Gold $XAUUSD. Let’s send to $2040.   When market opens, I will be trading this probability!  Feel free to trade with me, and kindly manage your risk as nothing is certain in the financial markets.   Have a profitable week 🤛💙","Jan 21, 2024 · 9:34 PM UTC",226,27,0.749
https://twitter.com/annie_her/status/1749443308965822827#m,"While predicting financial markets is uncertain, there are factors suggesting potential for $ADSE token growth. @AdasheFNDN drives impactful initiatives, and the #adse token aligns with their vision. As awareness grows and utility expands, the token could see increased demand.","Jan 22, 2024 · 2:46 PM UTC",0,1,0.5267
https://twitter.com/tommyshel888/status/1749341877495611606#m,"Vector Space #AI technology creates over 100 billion real-time datasets, accelerating discoveries.  Space bioscience & materials sciences innovations yield products for ALL industries, inc. Financial Markets, & new forms of Precision Medicine for all humankind  $VXV  -  $rsc $qnt","Jan 22, 2024 · 8:02 AM UTC",8,0,0.2732
https://twitter.com/Hamzaali08899/status/1749443175154888778#m,#SNXUSD Time To Buy/Long The breakout has occurred wait for the H4 candle closure and then  can consider taking a new entry  Good Luck  https://www.tradingview.com/x/W7ZpiAHp/ #FinancialMarkets #Trading #FinanceNews #Stocks #MarketAnalysis #InvestmentTips #ETFs,"Jan 22, 2024 · 2:45 PM UTC",0,0,0.7096
https://twitter.com/Sweeegu/status/1749442322016669758#m,I’ve always been intrigued by commodities trading in financial markets,"Jan 22, 2024 · 2:42 PM UTC",0,1,0.0
https://twitter.com/jessefelder/status/1743369779900276766#m,"'Never since 1945 has annual inflation, measured by CPI, fallen from above 5% to below 3% without a recession at the time of the fall or within the subsequent 18 months. Yet financial markets are rejoicing at the prospect of such a ""soft landing"".' https://www.economist.com/finance-and-economics/2023/12/29/will-america-manage-a-soft-landing-in-2024?utm_medium=social-media.content.np&utm_source=twitter&utm_campaign=editorial-social&utm_content=discovery.content","Jan 5, 2024 · 8:32 PM UTC",574,46,0.7033
https://twitter.com/McSqueezyTheCow/status/1748869904504381738#m,"Bank for International Settlements (BIS) --|  ""Central counterparties (CCPs) are key players in financial markets, holding $1.3 trillion in liquid assets as of June 2023. The holdings are highly concentrated in the eight largest CCPs, mainly based in Europe and the United States. Most of these liquid assets are 'cash' – ie deposits at central banks, reverse repos and unsecured bank deposits – and government bonds, which CCPs receive as collateral for the transactions they clear. This collateral improves systemic resilience by shielding CCPs from counterparty risk. But it also imposes liquidity demands on market participants that, occasionally, could worsen financial stress during flight-to-safety episodes or lead to destabilizing margin spirals. The dual role of government bonds as both collateral and underlying assets for CCP-cleared derivatives introduces 'wrong-way' risk that can exacerbate these spirals"".  December 2023 Bank for International Settlements (BIS) -  Quarterly Review International Banking and Financial Market Developments: https://www.bis.org/publ/qtrpdf/r_qt2312.pdf","Jan 21, 2024 · 12:47 AM UTC",75,2,-0.7895
https://twitter.com/Habby_Chris69/status/1749433412274835614#m,How to get free $5000 prop firm account from @OfficialNostro  to trade the financial markets.The bonus is available for 5000 people #bbtvi #السعوديه_قيرغيزستان #planecrash #KimPau A thread 🧵,"Jan 22, 2024 · 2:06 PM UTC",5,2,0.7783
https://twitter.com/MathsTrading/status/1749440438291837319#m,"The penetrating power of financial markets is so strong that it can effortlessly shred any information pollution shaped by worldviews and customizations, melting away all mirages crafted by words and ink in an instant.","Jan 22, 2024 · 2:34 PM UTC",1,1,0.6418
https://twitter.com/csrinstitute/status/1749440404091506974#m,"Why should I care about sustainable finance? If you are raising capital in today’s financial markets, sustainability is one of the main drivers of access to capital and cost of capital.    https://www.csrtraininginstitute.com/2024/01/11/how-to-structure-a-sustainable-finance-strategy-detailed/","Jan 22, 2024 · 2:34 PM UTC",0,0,0.4939
https://twitter.com/financialhub_ke/status/1749437721272111602#m,Are you looking to start a career in Financial Markets? Join us on 3rd February at  Lavington Mall  as we unpack the many opportunities that financial markets can offer especially for the youth. Register here:  https://forms.gle/MaMBfez4LNGKAtw96 #forex #TradersKE,"Jan 22, 2024 · 2:23 PM UTC",2,0,0.5859
https://twitter.com/aurelian_costel/status/1749438841516069143#m,Financial markets live https://www.teletrader.com/netanyahu-no-hamas-proposal-for-hostage-release/news/details/61310144 via @TeleTrader,"Jan 22, 2024 · 2:28 PM UTC",0,0,0.0
https://twitter.com/aurelian_costel/status/1749438633109532794#m,Financial markets live https://www.teletrader.com/russia-apple-pays-1-2b-ruble-fine/news/details/61309778 via @TeleTrader,"Jan 22, 2024 · 2:27 PM UTC",0,0,0.0
https://twitter.com/Abdgalaxy360/status/1749438546023264458#m,Explore the dynamics of financial markets through the lens of #IIFLNirmalJain,"Jan 22, 2024 · 2:27 PM UTC",0,0,0.2732
https://twitter.com/footballkinngs1/status/1749438420126994776#m,Explore the dynamics of financial markets through the lens of #IIFLNirmalJain,"Jan 22, 2024 · 2:26 PM UTC",0,0,0.2732
https://twitter.com/aurelian_costel/status/1749438398740185368#m,Financial markets live https://www.teletrader.com/sunoco-to-buy-nustar-energy-for-7-3-billion/news/details/61309717 via @TeleTrader,"Jan 22, 2024 · 2:26 PM UTC",0,0,0.0
https://twitter.com/maheshb66227840/status/1749438332935786888#m,Explore the dynamics of financial markets through the lens of #IIFLNirmalJain,"Jan 22, 2024 · 2:26 PM UTC",0,0,0.2732
https://twitter.com/aurelian_costel/status/1749437886447910942#m,Financial markets live https://www.teletrader.com/fire-put-out-at-novatek-s-baltic-terminal-after-two-explosio/news/details/61309629 via @TeleTrader,"Jan 22, 2024 · 2:24 PM UTC",0,0,0.0
https://twitter.com/TardFiWhale/status/1749425079069376760#m,CT influencers telling you drop in price is due to anticipating GBTC selling doesn’t make it so.   All these posts are just showing how little they understand of financial markets.  Good news is this is a good indicator on who to filter from your feed.,"Jan 22, 2024 · 1:33 PM UTC",20,3,0.5719
https://twitter.com/aurelian_costel/status/1749437628825338126#m,Financial markets live https://www.teletrader.com/germany-to-let-shsraelis-stay-visa-free-until-end-of-april/news/details/61309591 via @TeleTrader,"Jan 22, 2024 · 2:23 PM UTC",0,0,0.0
https://twitter.com/aurelian_costel/status/1749437372788330698#m,Financial markets live https://www.teletrader.com/citigroup-global-us-growth-could-be-close-to-healthier-perio/news/details/61309521 via @TeleTrader,"Jan 22, 2024 · 2:22 PM UTC",0,0,0.0
https://twitter.com/TraderFavourite/status/1749437357210710362#m,I told you'll that I still have one more for the day .. Third trade for the week 👍 #EURCAD Buy 5RR🎯🎯🎯🎯  #Kiss keep it super simple  CONSISTENCE|| PATIENCE|| GOD  #WAGMI #forex #ForexMarket #FinancialMarkets,"Jan 22, 2024 · 2:22 PM UTC",0,0,0.7739
https://twitter.com/aurelian_costel/status/1749436944461783505#m,Financial markets live https://www.teletrader.com/novak-doha-meeting-was-positive-and-meaningful/news/details/36733640 via @TeleTrader,"Jan 22, 2024 · 2:20 PM UTC",0,0,0.0
https://twitter.com/japan/status/1749310958068175320#m,"📢Official e-zine just updated! Japan has been working hard to promote itself as a leading asset management center. What are the country's main selling points, and what steps can it take to make its financial markets even more robust and sustainable? https://www.japan.go.jp/kizuna/2024/01/japans_attractive_financial_markets.html","Jan 22, 2024 · 6:00 AM UTC",22,1,0.7707
https://twitter.com/rajaa1199/status/1749436787410301405#m,"The truth is that banks are the last feudal kingdoms, their rulers omnipotent, divine warlords. Their key lieutenants are 'ronin' (wandering mercenary samurai) who roam financial markets ready to ally themselves to any warlord for a share of plund  #BBKingMunawar   Love you bro","Jan 22, 2024 · 2:20 PM UTC",0,0,0.9186
https://twitter.com/fx_margin_call/status/1749428099412795407#m,"The Quality of Your answer to :   ""Why am i interested in trading the financial markets ?""  Will determine your longevity in the field and the outcome of your trading journey","Jan 22, 2024 · 1:45 PM UTC",8,0,0.4019
https://twitter.com/NPicchiottino/status/1749436583227355419#m,"PDBs have a unique role to play in helping to reorient economies toward the SDGs and the objectives of the #ParisAgreement. PDBs can do so by addressing market failures, mobilizing governments and public institutions, financial markets, the private sector and civil society","Jan 22, 2024 · 2:19 PM UTC",2,0,0.1531
https://twitter.com/GregDaco/status/1749433535486710140#m,"🌍2024 @EYnews Global Economic Outlook!  ⚖ The global economic outlook includes a search for equilibrium amid lingering financial markets, macro & geopolitical turbulence, as policymakers try to ensure a soft landing https://www.ey.com/en_us/strategy/global-economic-outlook via @EY_US @EY_Parthenon @MarekRozkrut","Jan 22, 2024 · 2:07 PM UTC",2,0,0.4389
https://twitter.com/notayesmansecon/status/1749388521146622431#m,Financial markets in China are being affected by the ongoing property crisis https://notayesmanseconomics.wordpress.com/2024/01/22/financial-markets-in-china-are-being-affected-by-the-ongoing-property-crisis/,"Jan 22, 2024 · 11:08 AM UTC",0,1,-0.6908
https://twitter.com/aurelian_costel/status/1749435120581321174#m,Financial markets live https://www.teletrader.com/zelensky-polish-pm-talk-joint-arms-production/news/details/61309403 via @TeleTrader,"Jan 22, 2024 · 2:13 PM UTC",0,0,0.0
https://twitter.com/DevMuzzammil/status/1749435060854337893#m,10. Foundations of Modern Finance.  Data-driven insights from MIT professors offer a rigorous framework to understand financial markets.  edx.org/learn/economics/mass…,"Jan 22, 2024 · 2:13 PM UTC",8,1,-0.2732
https://twitter.com/JapanGov/status/1749310955031531873#m,"📢Official e-zine just updated! Japan has been working hard to promote itself as a leading asset management center. What are the country's main selling points, and what steps can it take to make its financial markets even more robust and sustainable? https://www.japan.go.jp/kizuna/2024/01/japans_attractive_financial_markets.html","Jan 22, 2024 · 6:00 AM UTC",19,1,0.7707
https://twitter.com/aurelian_costel/status/1749434716749513097#m,Financial markets live https://www.teletrader.com/h2-green-steel-secures-over-4b-in-plant-financing/news/details/61309241 via @TeleTrader,"Jan 22, 2024 · 2:11 PM UTC",0,0,0.0
https://twitter.com/aurelian_costel/status/1749434214385140097#m,Financial markets live https://www.teletrader.com/bitcoin-tops-19-000-first-time-in-more-than-2-years/news/details/53889659 via @TeleTrader,"Jan 22, 2024 · 2:09 PM UTC",0,0,0.0
https://twitter.com/Spread_Angel/status/1749433782212477197#m,📊 Navigating the New Norm: Our latest blog delves into the 2024 financial markets' journey from volatility to potential stability. Discover key insights and strategies for smart investing. Read more: https://www.spreadangel.com/2024/01/2024-financial-markets/ #trading #markets,"Jan 22, 2024 · 2:08 PM UTC",0,0,0.4019
https://twitter.com/MonicaTradeX/status/1749432594511409601#m,💭 My in depth thoughts on what’s going on financial markets  📊 Short-term setups for the week  📈 Long-term trade ideas  and plenty more…all for free,"Jan 22, 2024 · 2:03 PM UTC",0,0,0.5106
https://twitter.com/ContinuumDaily/status/1749432586143781265#m,Anwar Ibrahim will find it challenging to spearhead a unity government incorporating pro-Malay factions. Read more at https://ow.ly/Uvxm50QsaEX --- #assetmanagement #financialmarkets #macroeconomics #capitalmarkets #economy #malaysia #apac #macrostrategy,"Jan 22, 2024 · 2:03 PM UTC",0,0,0.1531
https://twitter.com/PostFinance/status/1749431731227164875#m,"🔍 How will the #FinancialMarkets perform in 2024? Our CIO Philipp Merkt analyses last year’s developments and looks ahead to 2024. Find out more about topics such as geostrategy, investment trends and #cryptocurrencies in the investment navigator. 👉 https://www.postfinance.ch/en/private/needs/adults/market-view.html#077387","Jan 22, 2024 · 2:00 PM UTC",0,0,0.0
https://twitter.com/HighnessGlobal/status/1749430848435200189#m,Stay up to date with the latest development in the world of financial Markets with Highness.  #analyses #forex #trading,"Jan 22, 2024 · 1:56 PM UTC",0,0,0.0
https://twitter.com/maseguchi/status/1749294976901824825#m,"名古屋市立大学の@eiji_okano 先生と南山大学の稲垣一之先生との共著論文がJournal of International Financial Markets, Institutions & Moneyにacceptされました。","Jan 22, 2024 · 4:56 AM UTC",42,6,0.0
https://twitter.com/KitcoNewsNOW/status/1749429959053963500#m,"Happy Monday! Catch the #GamePlan LIVE at 9 AM EST 🔔  Today @GarethSoloway will cover: 🔵 SMH nears final target 🔵 Bitcoin & altcoins struggle 🔵 Tech stocks most overbought since 1999  Plus more, tune in 👉️https://www.kitco.com/news/article/2024-01-22/trading-game-plan-smh-nears-final-target-tech-stocks-most-overbought-1999 #financialmarkets #kitco","Jan 22, 2024 · 1:52 PM UTC",2,0,-0.2323
https://twitter.com/TraderFavourite/status/1749429800463122748#m,Second trade for the week 🤞🤞🤞🤞 #EURUSD 6RR🎯🎯🎯  LIKE I SAID JUST REACT TO WHAT MARKET IS TELLING YOU  one more post for the day soon 👍  CONSISTENCE|| PATIENCE|| GOD  #WAGMI #kiss #forextrading #FinancialMarkets #forex,"Jan 22, 2024 · 1:52 PM UTC",5,0,0.7241
https://twitter.com/Hopehope_G_hope/status/1749429269347041690#m,China is unlikely to catch up with USA with a weak capital market. This is pretty clear. #china inaction or lack of ability? Just do it and don't talk only,"Jan 22, 2024 · 1:50 PM UTC",0,0,0.2263
https://twitter.com/Ryanc124/status/1749428575227220217#m,In my experience the financial markets are just an endless loop of the disciplined taking money from the undisciplined.  It’s an endless loop that will continue forever.  Which one are you?,"Jan 22, 2024 · 1:47 PM UTC",1,1,0.0
https://twitter.com/Hopehope_G_hope/status/1749427795657392511#m,They need fiscal stimulus,"Jan 22, 2024 · 1:44 PM UTC",1,0,0.0
https://twitter.com/PhilL15484730/status/1749424381804306605#m,"Sigh, we need someone like Liu He. No more time to, to, to...just do it!","Jan 22, 2024 · 1:30 PM UTC",1,1,0.1759
https://twitter.com/Hopehope_G_hope/status/1749427487564857680#m,Market has fallen alot since beginning of the year. Also after the Davos conference. They need to know what the market wants,"Jan 22, 2024 · 1:43 PM UTC",1,0,-0.3612
